"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"169",68,"YORK","ST","68 YORK ST","68 YORK ST","68 YORK ST","68 YORK ST"
"170",49,"MIDDAGH","ST","49 MIDDAGH ST","49 MIDDAGH ST","49 MIDDAGH ST","49 MIDDAGH ST"
"171",NA,"N Â¥ H FRONTE WASHINGTON","ST","N Â¥ H FRONTE WASHINGTON ST","N Â¥ H FRONTE WASHINGTON ST","N Â¥ H FRONTE WASHINGTON ST","N Â¥ H FRONTE WASHINGTON ST"
"172",43,"MAIN","ST","43 MAIN ST","43 MAIN ST","43 MAIN ST","43 MAIN ST"
"173",108,"GOLD","ST","108 GOLD ST","108 GOLD ST","108 GOLD ST","108 GOLD ST"
"174",39,"CARLTON AVE","AVE","39 CARLTON AVE","THIRTY-NINE CARLTON AVE","39 CARLTON AVE","THIRTY-NINE CARLTON AVE"
"175",18,"18 & 4 AVE GOWANUS","AVE","18 18 & 4 AVE GOWANUS AVE","EIGHTEEN 18 & 4 AVE GOWANUS AVE","18 18TH & 4 AVE GOWANUS AVE","EIGHTEEN 18TH & 4 AVE GOWANUS AVE"
"176",80,"HIGH","ST","80 HIGH ST","80 HIGH ST","80 HIGH ST","80 HIGH ST"
"177",NA,"Â¥ N SPRUCE Â¥ H 128","ST","Â¥ N SPRUCE Â¥ H 128 ST","Â¥ N SPRUCE Â¥ H 128 ST","Â¥ N SPRUCE Â¥ H 128TH ST","Â¥ N SPRUCE Â¥ H 128TH ST"
"178",NA,"4 WARD FULTON & MYRTLE AVE","AVE","4 WARD FULTON & MYRTLE AVE","4 WARD FULTON & MYRTLE AVE","4TH WARD FULTON & MYRTLE AVE","4TH WARD FULTON & MYRTLE AVE"
"179",4,"FRANKLIN PL","PL","4 FRANKLIN PL","4 FRANKLIN PL","4 FRANKLIN PL","4 FRANKLIN PL"
"180",NA,"BEDFORD & MYRTLE ALY","ALY","BEDFORD & MYRTLE ALY","BEDFORD & MYRTLE ALY","BEDFORD & MYRTLE ALY","BEDFORD & MYRTLE ALY"
"181",NA,"TAILOR FLUSHING & FRANKLIN ALY","ALY","TAILOR FLUSHING & FRANKLIN ALY","TAILOR FLUSHING & FRANKLIN ALY","TAILOR FLUSHING & FRANKLIN ALY","TAILOR FLUSHING & FRANKLIN ALY"
"182",NA,"MILKMAN FLUSHING AVE & SPENCER","AVE","MILKMAN FLUSHING AVE & SPENCER AVE","MILKMAN FLUSHING AVE & SPENCER AVE","MILKMAN FLUSHING AVE & SPENCER AVE","MILKMAN FLUSHING AVE & SPENCER AVE"
"183",NA,"MILKMAN SPENCER & FLUSHIUG ALY","ALY","MILKMAN SPENCER & FLUSHIUG ALY","MILKMAN SPENCER & FLUSHIUG ALY","MILKMAN SPENCER & FLUSHIUG ALY","MILKMAN SPENCER & FLUSHIUG ALY"
"184",53,"HUDSON ALY","ALY","53 HUDSON ALY","53 HUDSON ALY","53 HUDSON ALY","53 HUDSON ALY"
"185",61,"HOYT","ST","61 HOYT ST","61 HOYT ST","61 HOYT ST","61 HOYT ST"
"186",152,"MYRTLE","ST","152 MYRTLE ST","152 MYRTLE ST","152 MYRTLE ST","152 MYRTLE ST"
"187",NA,"MYRTLE AVE STEUBEN","ST","MYRTLE AVE STEUBEN ST","MYRTLE AVE STEUBEN ST","MYRTLE AVE STEUBEN ST","MYRTLE AVE STEUBEN ST"
"188",37,"","ST","37  ST","37  ST","37  ST","37  ST"
"189",NA,"PRINTER WYCKOFF & BOND","ST","PRINTER WYCKOFF & BOND ST","PRINTER WYCKOFF & BOND ST","PRINTER WYCKOFF & BOND ST","PRINTER WYCKOFF & BOND ST"
"190",188,"188 WATER & HUDSON ALY","ALY","188 188 WATER & HUDSON ALY","188 188 WATER & HUDSON ALY","188 188TH WATER & HUDSON ALY","188 188TH WATER & HUDSON ALY"
"191",108,"108 CLINTON & STATE","ST","108 108 CLINTON & STATE ST","108 108 CLINTON & STATE ST","108 108TH CLINTON & STATE ST","108 108TH CLINTON & STATE ST"
"192",155,"NASSAU","ST","155 NASSAU ST","155 NASSAU ST","155 NASSAU ST","155 NASSAU ST"
"193",20,"DOUGLASS (TISON","ST","20 DOUGLASS (TISON ST","20 DOUGLASS (TISON ST","20 DOUGLASS (TISON ST","20 DOUGLASS (TISON ST"
"194",31,"N BROAD YÂ¥ B CHEEYER PLN HARRI","PL","31 N BROAD YÂ¥ B CHEEYER PLN HARRI PL","31 N BROAD YÂ¥ B CHEEYER PLN HARRI PL","31 N BROAD YÂ¥ B CHEEYER PLN HARRI PL","31 N BROAD YÂ¥ B CHEEYER PLN HARRI PL"
"195",195,"ATLANTIC","ST","195 ATLANTIC ST","195 ATLANTIC ST","195 ATLANTIC ST","195 ATLANTIC ST"
"196",149,"PROSPECT","ST","149 PROSPECT ST","149 PROSPECT ST","149 PROSPECT ST","149 PROSPECT ST"
"197",102,"FULTON","ST","102 FULTON ST","102 FULTON ST","102 FULTON ST","102 FULTON ST"
"198",NA,"BOARDING MERCEIN O JAMES","ST","BOARDING MERCEIN O JAMES ST","BOARDING MERCEIN O JAMES ST","BOARDING MERCEIN O JAMES ST","BOARDING MERCEIN O JAMES ST"
"199",NA,"BLACKSMITH N FURMAN STATE H CARLTON Â»","ST","BLACKSMITH N FURMAN STATE H CARLTON Â» ST","BLACKSMITH N FURMAN STATE H CARLTON Â» ST","BLACKSMITH N FURMAN STATE H CARLTON Â» ST","BLACKSMITH N FURMAN STATE H CARLTON Â» ST"
"200",222,"N PEARL Â¥ H 144 JAY","ST","222 N PEARL Â¥ H 144 JAY ST","222 N PEARL Â¥ H 144 JAY ST","222 N PEARL Â¥ H 144TH JAY ST","222 N PEARL Â¥ H 144TH JAY ST"
"201",NA,"3D ALY Â¢ 29 GOWANUS","ALY","3D ALY Â¢ 29 GOWANUS ALY","3D ALY Â¢ 29 GOWANUS ALY","3RDD ALY Â¢ 29 GOWANUS ALY","3RDD ALY Â¢ 29 GOWANUS ALY"
"202",NA,"","ST",NA,NA,NA,NA
"203",NA,"FARMER 3D AYN 27 GOWANUS","ST","FARMER 3D AYN 27 GOWANUS ST","FARMER 3D AYN 27 GOWANUS ST","FARMER 3RDD AYN 27 GOWANUS ST","FARMER 3RDD AYN 27 GOWANUS ST"
"204",NA,"SASH AND BLIND MAKER HUDSON & FULTON AVE","AVE","SASH AND BLIND MAKER HUDSON & FULTON AVE","SASH AND BLIND MAKER HUDSON & FULTON AVE","SASH AND BLIND MAKER HUDSON & FULTON AVE","SASH AND BLIND MAKER HUDSON & FULTON AVE"
"205",47,"GREEN LN","LN","47 GREEN LN","47 GREEN LN","47 GREEN LN","47 GREEN LN"
"206",195,"WASHINGTON H 182 ADAMS","ST","195 WASHINGTON H 182 ADAMS ST","195 WASHINGTON H 182 ADAMS ST","195 WASHINGTON H 182ND ADAMS ST","195 WASHINGTON H 182ND ADAMS ST"
"207",102,"FRONT H 838 HENRY","ST","102 FRONT H 838 HENRY ST","102 FRONT H 838 HENRY ST","102 FRONT H 838TH HENRY ST","102 FRONT H 838TH HENRY ST"
"208",16,"16 & 3D ALY GOWANUS","ALY","16 16 & 3D ALY GOWANUS ALY","16 16 & 3D ALY GOWANUS ALY","16 16TH & 3D ALY GOWANUS ALY","16 16TH & 3D ALY GOWANUS ALY"
"209",81,"SLATE & BOND","ST","81 SLATE & BOND ST","81 SLATE & BOND ST","81 SLATE & BOND ST","81 SLATE & BOND ST"
"210",NA,"BUTCHER SMITH & DOUGLASS","ST","BUTCHER SMITH & DOUGLASS ST","BUTCHER SMITH & DOUGLASS ST","BUTCHER SMITH & DOUGLASS ST","BUTCHER SMITH & DOUGLASS ST"
"211",NA,"MILKMAN PACIFIC OP WASHINGTON AVE","AVE","MILKMAN PACIFIC OP WASHINGTON AVE","MILKMAN PACIFIC OP WASHINGTON AVE","MILKMAN PACIFIC OP WASHINGTON AVE","MILKMAN PACIFIC OP WASHINGTON AVE"
"212",NA,"GOWANUS 1D","ST","GOWANUS 1D ST","GOWANUS 1D ST","GOWANUS 1STD ST","GOWANUS 1STD ST"
"213",42,"MAIN","ST","42 MAIN ST","42 MAIN ST","42 MAIN ST","42 MAIN ST"
"214",NA,"RAYMOND & MYRTLE AVE","AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE"
"215",126,"PROSPECT","ST","126 PROSPECT ST","126 PROSPECT ST","126 PROSPECT ST","126 PROSPECT ST"
"216",NA,"Â¢ DE KALB AVE","AVE","Â¢ DE KALB AVE","Â¢ DE KALB AVE","Â¢ DE KALB AVE","Â¢ DE KALB AVE"
"217",312,"ATLANTIC","ST","312 ATLANTIC ST","312 ATLANTIC ST","312 ATLANTIC ST","312 ATLANTIC ST"
"218",13,"13 COTTAGE ROW COLUMBIA & DEGRAW","ROW","13 13 COTTAGE ROW COLUMBIA & DEGRAW ROW","13 13 COTTAGE ROW COLUMBIA & DEGRAW ROW","13 13TH COTTAGE ROW COLUMBIA & DEGRAW ROW","13 13TH COTTAGE ROW COLUMBIA & DEGRAW ROW"
"219",NA,"FRONT & GARRISON","ST","FRONT & GARRISON ST","FRONT & GARRISON ST","FRONT & GARRISON ST","FRONT & GARRISON ST"
"220",100,"GOLD","ST","100 GOLD ST","100 GOLD ST","100 GOLD ST","100 GOLD ST"
"221",61,"ATLANTIC","ST","61 ATLANTIC ST","61 ATLANTIC ST","61 ATLANTIC ST","61 ATLANTIC ST"
"222",NA,"3D AVE GOWANUS","AVE","3D AVE GOWANUS AVE","3D AVE GOWANUS AVE","3RDD AVE GOWANUS AVE","3RDD AVE GOWANUS AVE"
"223",NA,"","ST",NA,NA,NA,NA
"224",95,"FULTON","ST","95 FULTON ST","95 FULTON ST","95 FULTON ST","95 FULTON ST"
"225",166,"PROSPECT","ST","166 PROSPECT ST","166 PROSPECT ST","166 PROSPECT ST","166 PROSPECT ST"
"226",NA,"CLOVE RD BEDFORD","ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST"
"227",NA,"RED HOOK POINT","ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST"
"228",NA,"N Y H 147 HICKS","ST","N Y H 147 HICKS ST","N Y H 147 HICKS ST","N Y H 147TH HICKS ST","N Y H 147TH HICKS ST"
"229",160,"ATLANTIC","ST","160 ATLANTIC ST","160 ATLANTIC ST","160 ATLANTIC ST","160 ATLANTIC ST"
"230",142,"CARLL","ST","142 CARLL ST","142 CARLL ST","142 CARLL ST","142 CARLL ST"
"231",NA,"CARPENTER CLASSON & MYRTLE ALY","ALY","CARPENTER CLASSON & MYRTLE ALY","CARPENTER CLASSON & MYRTLE ALY","CARPENTER CLASSON & MYRTLE ALY","CARPENTER CLASSON & MYRTLE ALY"
"232",NA,"MILKMAN 5 AVE & ATLANTIC","AVE","MILKMAN 5 AVE & ATLANTIC AVE","MILKMAN 5 AVE & ATLANTIC AVE","MILKMAN 5TH AVE & ATLANTIC AVE","MILKMAN 5TH AVE & ATLANTIC AVE"
"233",130,"MYRTLE AVE","AVE","130 MYRTLE AVE","ONE HUNDRED THIRTY MYRTLE AVE","130 MYRTLE AVE","ONE HUNDRED THIRTY MYRTLE AVE"
"234",NA,"JAMAICA RD & ATLANTIC","ST","JAMAICA RD & ATLANTIC ST","JAMAICA RD & ATLANTIC ST","JAMAICA RD & ATLANTIC ST","JAMAICA RD & ATLANTIC ST"
"235",18,"LAWRENCE","ST","18 LAWRENCE ST","18 LAWRENCE ST","18 LAWRENCE ST","18 LAWRENCE ST"
"236",195,"WASHINGTON","ST","195 WASHINGTON ST","195 WASHINGTON ST","195 WASHINGTON ST","195 WASHINGTON ST"
"237",95,"FULTON","ST","95 FULTON ST","95 FULTON ST","95 FULTON ST","95 FULTON ST"
"238",NA,"PAINTER SMITH CE WYKOFF","ST","PAINTER SMITH CE WYKOFF ST","PAINTER SMITH CE WYKOFF ST","PAINTER SMITH CE WYKOFF ST","PAINTER SMITH CE WYKOFF ST"
"239",141,"ATLANTICH 108 PINEAPPLE","ST","141 ATLANTICH 108 PINEAPPLE ST","141 ATLANTICH 108 PINEAPPLE ST","141 ATLANTICH 108TH PINEAPPLE ST","141 ATLANTICH 108TH PINEAPPLE ST"
"240",NA,"CT & PACIFIC","ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST"
"241",NA,"N YH MONTAGUE PL B HENRY","PL","N YH MONTAGUE PL B HENRY PL","N YH MONTAGUE PL B HENRY PL","N YH MONTAGUE PL B HENRY PL","N YH MONTAGUE PL B HENRY PL"
"242",62,"STATE (WATER H 37 FRONT","ST","62 STATE (WATER H 37 FRONT ST","62 STATE (WATER H 37 FRONT ST","62 STATE (WATER H 37TH FRONT ST","62 STATE (WATER H 37TH FRONT ST"
"243",66,"AND 58","ST","66 AND 58 ST","66 AND 58 ST","66 AND 58TH ST","66 AND 58TH ST"
"244",NA,"LABORER WATER & DOCK","ST","LABORER WATER & DOCK ST","LABORER WATER & DOCK ST","LABORER WATER & DOCK ST","LABORER WATER & DOCK ST"
"245",75,"WATER","ST","75 WATER ST","75 WATER ST","75 WATER ST","75 WATER ST"
"246",90,"SMITH","ST","90 SMITH ST","90 SMITH ST","90 SMITH ST","90 SMITH ST"
"247",NA,"","ST",NA,NA,NA,NA
"248",11,"WATER H85 PROSPECT","ST","11 WATER H85 PROSPECT ST","11 WATER H85 PROSPECT ST","11 WATER H85TH PROSPECT ST","11 WATER H85TH PROSPECT ST"
"249",99,"NAVY","ST","99 NAVY ST","99 NAVY ST","99 NAVY ST","99 NAVY ST"
"250",NA,"FULTON SHADES 311 FULTON","ST","FULTON SHADES 311 FULTON ST","FULTON SHADES 311 FULTON ST","FULTON SHADES 311TH FULTON ST","FULTON SHADES 311TH FULTON ST"
"251",NA,"Â¢ HAMILTON AVE","AVE","Â¢ HAMILTON AVE","Â¢ HAMILTON AVE","Â¢ HAMILTON AVE","Â¢ HAMILTON AVE"
"252",91,"CONCORD","ST","91 CONCORD ST","91 CONCORD ST","91 CONCORD ST","91 CONCORD ST"
"253",84,"HUDSON AVE (CT","AVE","84 HUDSON AVE (CT AVE","EIGHTY-FOUR HUDSON AVE (CT AVE","84 HUDSON AVE (CT AVE","EIGHTY-FOUR HUDSON AVE (CT AVE"
"254",32,"N FRONT Â¥H HARRISON 2","ST","32 N FRONT Â¥H HARRISON 2 ST","32 N FRONT Â¥H HARRISON 2 ST","32 N FRONT Â¥H HARRISON 2ND ST","32 N FRONT Â¥H HARRISON 2ND ST"
"255",NA,"PL & CT","CT","PL & CT","PL & CT","PL & CT","PL & CT"
"256",NA,"nan & HENRY","ST","NAN & HENRY ST","NAN & HENRY ST","NAN & HENRY ST","NAN & HENRY ST"
"257",NA,"3 AVE GOWANUS","AVE","3 AVE GOWANUS AVE","3 AVE GOWANUS AVE","3RD AVE GOWANUS AVE","3RD AVE GOWANUS AVE"
"258",NA,"N YH 150 JORALEMON","ST","N YH 150 JORALEMON ST","N YH 150 JORALEMON ST","N YH 150TH JORALEMON ST","N YH 150TH JORALEMON ST"
"259",NA,"3D AVE GOWANUS","AVE","3D AVE GOWANUS AVE","3D AVE GOWANUS AVE","3RDD AVE GOWANUS AVE","3RDD AVE GOWANUS AVE"
"260",26,"FULTON H 16 POPLAR","ST","26 FULTON H 16 POPLAR ST","26 FULTON H 16 POPLAR ST","26 FULTON H 16TH POPLAR ST","26 FULTON H 16TH POPLAR ST"
"261",84,"TILLARY","ST","84 TILLARY ST","84 TILLARY ST","84 TILLARY ST","84 TILLARY ST"
"262",37,"CHAUNCY CT N WALL","CT","37 CHAUNCY CT N WALL CT","37 CHAUNCY CT N WALL CT","37 CHAUNCY CT N WALL CT","37 CHAUNCY CT N WALL CT"
"263",82,"82 COTTAGE ROW COLUMBIA & UNION","ROW","82 82 COTTAGE ROW COLUMBIA & UNION ROW","82 82 COTTAGE ROW COLUMBIA & UNION ROW","82 82ND COTTAGE ROW COLUMBIA & UNION ROW","82 82ND COTTAGE ROW COLUMBIA & UNION ROW"
"264",120,"PRINCE","ST","120 PRINCE ST","120 PRINCE ST","120 PRINCE ST","120 PRINCE ST"
"265",NA,"3D AVE GOWANUS","AVE","3D AVE GOWANUS AVE","3D AVE GOWANUS AVE","3RDD AVE GOWANUS AVE","3RDD AVE GOWANUS AVE"
"266",NA,"2D AVE GOWANUS","AVE","2D AVE GOWANUS AVE","2D AVE GOWANUS AVE","2NDD AVE GOWANUS AVE","2NDD AVE GOWANUS AVE"
"267",8,", 3D AVE GOWANUS","AVE","8 , 3D AVE GOWANUS AVE","EIGHT , 3D AVE GOWANUS AVE","8 , 3RDD AVE GOWANUS AVE","EIGHT , 3RDD AVE GOWANUS AVE"
"268",NA,"VY; ALDERMAN 8 WARD 3D AVY GOWANUS","ST","VY; ALDERMAN 8 WARD 3D AVY GOWANUS ST","VY; ALDERMAN 8 WARD 3D AVY GOWANUS ST","VY; ALDERMAN 8TH WARD 3D AVY GOWANUS ST","VY; ALDERMAN 8TH WARD 3D AVY GOWANUS ST"
"269",NA,"3D AVE GOWANUS","AVE","3D AVE GOWANUS AVE","3D AVE GOWANUS AVE","3RDD AVE GOWANUS AVE","3RDD AVE GOWANUS AVE"
"270",39,"","ST","39  ST","39  ST","39  ST","39  ST"
"271",63,"WILLOUGHBY","ST","63 WILLOUGHBY ST","63 WILLOUGHBY ST","63 WILLOUGHBY ST","63 WILLOUGHBY ST"
"272",NA,"3DAV GOWANUS","ST","3DAV GOWANUS ST","3DAV GOWANUS ST","3RDDAV GOWANUS ST","3RDDAV GOWANUS ST"
"273",15,"POPLAR","ST","15 POPLAR ST","15 POPLAR ST","15 POPLAR ST","15 POPLAR ST"
"274",25,"HICKS Â¢ POPLAR","ST","25 HICKS Â¢ POPLAR ST","25 HICKS Â¢ POPLAR ST","25 HICKS Â¢ POPLAR ST","25 HICKS Â¢ POPLAR ST"
"275",NA,"EMBOSSED PAPER 3DAVN 18 , GOWANUS","ST","EMBOSSED PAPER 3DAVN 18 , GOWANUS ST","EMBOSSED PAPER 3DAVN 18 , GOWANUS ST","EMBOSSED PAPER 3RDDAVN 18 , GOWANUS ST","EMBOSSED PAPER 3RDDAVN 18 , GOWANUS ST"
"276",NA,"3D AVE GOWANUS","AVE","3D AVE GOWANUS AVE","3D AVE GOWANUS AVE","3RDD AVE GOWANUS AVE","3RDD AVE GOWANUS AVE"
"277",NA,"","ST",NA,NA,NA,NA
"278",160,"N WILLIAM Y 56 ADAMS","ST","160 N WILLIAM Y 56 ADAMS ST","160 N WILLIAM Y 56 ADAMS ST","160 N WILLIAM Y 56TH ADAMS ST","160 N WILLIAM Y 56TH ADAMS ST"
"279",161,"BRG","ST","161 BRG ST","161 BRG ST","161 BRG ST","161 BRG ST"
"280",NA,"TAILOR WASHINGTON AVE & FULTON AVE","AVE","TAILOR WASHINGTON AVE & FULTON AVE","TAILOR WASHINGTON AVE & FULTON AVE","TAILOR WASHINGTON AVE & FULTON AVE","TAILOR WASHINGTON AVE & FULTON AVE"
"281",NA,"FLUSHINGÂ€™ C KENT AVE H FRANK","AVE","FLUSHINGÂ€™ C KENT AVE H FRANK AVE","FLUSHINGÂ€™ C KENT AVE H FRANK AVE","FLUSHINGÂ€™ C KENT AVE H FRANK AVE","FLUSHINGÂ€™ C KENT AVE H FRANK AVE"
"282",NA,"MYRTLE AVE","AVE","MYRTLE AVE","MYRTLE AVE","MYRTLE AVE","MYRTLE AVE"
"283",NA,"LAWRENCE & FULTON ALY","ALY","LAWRENCE & FULTON ALY","LAWRENCE & FULTON ALY","LAWRENCE & FULTON ALY","LAWRENCE & FULTON ALY"
"284",NA,"BUTCHER COLUMBIA & AMITY","ST","BUTCHER COLUMBIA & AMITY ST","BUTCHER COLUMBIA & AMITY ST","BUTCHER COLUMBIA & AMITY ST","BUTCHER COLUMBIA & AMITY ST"
"285",NA,"PACKER DEAN & POWERS","ST","PACKER DEAN & POWERS ST","PACKER DEAN & POWERS ST","PACKER DEAN & POWERS ST","PACKER DEAN & POWERS ST"
"286",NA,"TAILOY TILLARY Â¢ PRINCE","ST","TAILOY TILLARY Â¢ PRINCE ST","TAILOY TILLARY Â¢ PRINCE ST","TAILOY TILLARY Â¢ PRINCE ST","TAILOY TILLARY Â¢ PRINCE ST"
"287",68,"BRG","ST","68 BRG ST","68 BRG ST","68 BRG ST","68 BRG ST"
"288",NA,"GOWANUS JANE & 15","ST","GOWANUS JANE & 15 ST","GOWANUS JANE & 15 ST","GOWANUS JANE & 15TH ST","GOWANUS JANE & 15TH ST"
"289",51,"MAIN","ST","51 MAIN ST","51 MAIN ST","51 MAIN ST","51 MAIN ST"
"290",NA,"TAILOR TILLARY & PRINCE","ST","TAILOR TILLARY & PRINCE ST","TAILOR TILLARY & PRINCE ST","TAILOR TILLARY & PRINCE ST","TAILOR TILLARY & PRINCE ST"
"291",NA,"E CARLTON MYRTLE AVE","AVE","E CARLTON MYRTLE AVE","E CARLTON MYRTLE AVE","E CARLTON MYRTLE AVE","E CARLTON MYRTLE AVE"
"292",NA,"MYRTLE AVE  (JAY Â¢ HIGH","AVE","MYRTLE AVE  (JAY Â¢ HIGH AVE","MYRTLE AVE  (JAY Â¢ HIGH AVE","MYRTLE AVE  (JAY Â¢ HIGH AVE","MYRTLE AVE  (JAY Â¢ HIGH AVE"
"293",1,". JOHNS N LN Â¥ H 137","LN","1 . JOHNS N LN Â¥ H 137 LN","1 . JOHNS N LN Â¥ H 137 LN","1 . JOHNS N LN Â¥ H 137TH LN","1 . JOHNS N LN Â¥ H 137TH LN"
"294",135,"HIGH","ST","135 HIGH ST","135 HIGH ST","135 HIGH ST","135 HIGH ST"
"295",83,"HENRY","ST","83 HENRY ST","83 HENRY ST","83 HENRY ST","83 HENRY ST"
"296",NA,"5 AVE & 12 GOWANUS","AVE","5 AVE & 12 GOWANUS AVE","5 AVE & 12 GOWANUS AVE","5TH AVE & 12 GOWANUS AVE","5TH AVE & 12 GOWANUS AVE"
"297",136,"HIGH","ST","136 HIGH ST","136 HIGH ST","136 HIGH ST","136 HIGH ST"
"298",NA,"MYRTLE AVE","AVE","MYRTLE AVE","MYRTLE AVE","MYRTLE AVE","MYRTLE AVE"
"299",NA,"LABORER WARREN & NEVIN","ST","LABORER WARREN & NEVIN ST","LABORER WARREN & NEVIN ST","LABORER WARREN & NEVIN ST","LABORER WARREN & NEVIN ST"
"300",NA,"SAILMAKER PARK & VANDERBILT ALY","PARK","SAILMAKER PARK & VANDERBILT ALY PARK","SAILMAKER PARK & VANDERBILT ALY PARK","SAILMAKER PARK & VANDERBILT ALY PARK","SAILMAKER PARK & VANDERBILT ALY PARK"
"301",NA,"OF SPARKMAN AND KELSEYS OIL CLOTH","ST","OF SPARKMAN AND KELSEYS OIL CLOTH ST","OF SPARKMAN AND KELSEYS OIL CLOTH ST","OF SPARKMAN AND KELSEYS OIL CLOTH ST","OF SPARKMAN AND KELSEYS OIL CLOTH ST"
"302",NA,"AVE & WASHINGTON AVE","AVE","AVE & WASHINGTON AVE","AVE & WASHINGTON AVE","AVE & WASHINGTON AVE","AVE & WASHINGTON AVE"
"303",NA,"BLACKSMITH MYRTLE AVE Â¢ SANFORD","AVE","BLACKSMITH MYRTLE AVE Â¢ SANFORD AVE","BLACKSMITH MYRTLE AVE Â¢ SANFORD AVE","BLACKSMITH MYRTLE AVE Â¢ SANFORD AVE","BLACKSMITH MYRTLE AVE Â¢ SANFORD AVE"
"304",NA,"LAWRENCE & FULTON ALY","ALY","LAWRENCE & FULTON ALY","LAWRENCE & FULTON ALY","LAWRENCE & FULTON ALY","LAWRENCE & FULTON ALY"
"305",123,"ATLANTIC H 1 ATLANTIC |","ST","123 ATLANTIC H 1 ATLANTIC | ST","123 ATLANTIC H 1 ATLANTIC | ST","123 ATLANTIC H 1ST ATLANTIC | ST","123 ATLANTIC H 1ST ATLANTIC | ST"
"306",123,"ATLANTIC","ST","123 ATLANTIC ST","123 ATLANTIC ST","123 ATLANTIC ST","123 ATLANTIC ST"
"307",85,"LIVINGSTON","ST","85 LIVINGSTON ST","85 LIVINGSTON ST","85 LIVINGSTON ST","85 LIVINGSTON ST"
"308",156,"BRG","ST","156 BRG ST","156 BRG ST","156 BRG ST","156 BRG ST"
"309",121,"WILLOUGHBY","ST","121 WILLOUGHBY ST","121 WILLOUGHBY ST","121 WILLOUGHBY ST","121 WILLOUGHBY ST"
"310",43,"PIERREPONT","PIER","43 PIERREPONT PIER","43 PIERREPONT PIER","43 PIERREPONT PIER","43 PIERREPONT PIER"
"311",NA,"COLUMBIA B AILANTIC AND STATÃ©","ST","COLUMBIA B AILANTIC AND STATÃ© ST","COLUMBIA B AILANTIC AND STATÃ© ST","COLUMBIA B AILANTIC AND STATÃ© ST","COLUMBIA B AILANTIC AND STATÃ© ST"
"312",58,"DOUGHTY","ST","58 DOUGHTY ST","58 DOUGHTY ST","58 DOUGHTY ST","58 DOUGHTY ST"
"313",331,"GOLD","ST","331 GOLD ST","331 GOLD ST","331 GOLD ST","331 GOLD ST"
"314",29,"COTTAGE ROW FURMAN","ROW","29 COTTAGE ROW FURMAN ROW","29 COTTAGE ROW FURMAN ROW","29 COTTAGE ROW FURMAN ROW","29 COTTAGE ROW FURMAN ROW"
"315",113,"NAVY","ST","113 NAVY ST","113 NAVY ST","113 NAVY ST","113 NAVY ST"
"316",125,"HUDSON AVE ;","AVE","125 HUDSON AVE ; AVE","ONE HUNDRED TWENTY-FIVE HUDSON AVE ; AVE","125 HUDSON AVE ; AVE","ONE HUNDRED TWENTY-FIVE HUDSON AVE ; AVE"
"317",274,"N PEARL Â¥ H 89 PINEAPPLE","ST","274 N PEARL Â¥ H 89 PINEAPPLE ST","274 N PEARL Â¥ H 89 PINEAPPLE ST","274 N PEARL Â¥ H 89TH PINEAPPLE ST","274 N PEARL Â¥ H 89TH PINEAPPLE ST"
"318",51,"MAIN","ST","51 MAIN ST","51 MAIN ST","51 MAIN ST","51 MAIN ST"
"319",34,"HICKS","ST","34 HICKS ST","34 HICKS ST","34 HICKS ST","34 HICKS ST"
"320",89,"89 MAIN & WATER","ST","89 89 MAIN & WATER ST","89 89 MAIN & WATER ST","89 89TH MAIN & WATER ST","89 89TH MAIN & WATER ST"
"321",17,"ATLANTIC","ST","17 ATLANTIC ST","17 ATLANTIC ST","17 ATLANTIC ST","17 ATLANTIC ST"
"322",286,"286 HICKS & PACIFIC","ST","286 286 HICKS & PACIFIC ST","286 286 HICKS & PACIFIC ST","286 286TH HICKS & PACIFIC ST","286 286TH HICKS & PACIFIC ST"
"323",67,"NASSAU","ST","67 NASSAU ST","67 NASSAU ST","67 NASSAU ST","67 NASSAU ST"
"324",81,"HIGH","ST","81 HIGH ST","81 HIGH ST","81 HIGH ST","81 HIGH ST"
"325",NA,"","ST",NA,NA,NA,NA
"326",107,"BRG","ST","107 BRG ST","107 BRG ST","107 BRG ST","107 BRG ST"
"327",102,"YORK","ST","102 YORK ST","102 YORK ST","102 YORK ST","102 YORK ST"
"328",NA,"","ST",NA,NA,NA,NA
"329",NA,"nan & ATLANTIC","ST","NAN & ATLANTIC ST","NAN & ATLANTIC ST","NAN & ATLANTIC ST","NAN & ATLANTIC ST"
"330",14,"14 STRONG PL & HARRISON","ST","14 14 STRONG PL & HARRISON ST","14 14 STRONG PL & HARRISON ST","14 14TH STRONG PL & HARRISON ST","14 14TH STRONG PL & HARRISON ST"
"331",76,"WASHINGTON","ST","76 WASHINGTON ST","76 WASHINGTON ST","76 WASHINGTON ST","76 WASHINGTON ST"
"332",148,"YORK","ST","148 YORK ST","148 YORK ST","148 YORK ST","148 YORK ST"
