,hn_1,best_match,street_type,base_function,suffix_true,both_true
261,84,TILLARY,ST,84 TILLARY ST,84 TILLARY ST,84 TILLARY ST
262,37,CHAUNCY N CT WALL,CT,37 CHAUNCY N CT WALL CT,37 CHAUNCY N CT WALL CT,37 CHAUNCY N CT WALL CT
263,82,COTTAGE ROW COLUMBIA,ROW,82 COTTAGE ROW COLUMBIA ROW,82 COTTAGE ROW COLUMBIA ROW,82 COTTAGE ROW COLUMBIA ROW
264,120,PRINCE,ST,120 PRINCE ST,120 PRINCE ST,120 PRINCE ST
265,NA,3D AVE GOWANUS,AVE,3D AVE GOWANUS AVE,3RDD AVE GOWANUS AVE,3RDD AVE GOWANUS AVE
266,NA,2D AVE GOWANUS,AVE,2D AVE GOWANUS AVE,2NDD AVE GOWANUS AVE,2NDD AVE GOWANUS AVE
267,8,,ST,8  ST,8  ST,8  ST
268,NA,VY AND ALDERMAN 8 WARD 3D AVY GOWANUS,ST,VY AND ALDERMAN 8 WARD 3D AVY GOWANUS ST,VY AND ALDERMAN 8TH WARD 3D AVY GOWANUS ST,VY AND ALDERMAN 8TH WARD 3D AVY GOWANUS ST
269,NA,3D AVE GOWANUS,AVE,3D AVE GOWANUS AVE,3RDD AVE GOWANUS AVE,3RDD AVE GOWANUS AVE
270,39,,ST,39  ST,39  ST,39  ST
271,63,WILLOUGHBY,ST,63 WILLOUGHBY ST,63 WILLOUGHBY ST,63 WILLOUGHBY ST
272,NA,3DAV GOWANUS,ST,3DAV GOWANUS ST,3RDDAV GOWANUS ST,3RDDAV GOWANUS ST
273,15,POPLAR,ST,15 POPLAR ST,15 POPLAR ST,15 POPLAR ST
274,25,HICKS,ST,25 HICKS ST,25 HICKS ST,25 HICKS ST
275,NA,EMBOSSED PAPER 3DAVN 18,ST,EMBOSSED PAPER 3DAVN 18 ST,EMBOSSED PAPER 3RDDAVN 18 ST,EMBOSSED PAPER 3RDDAVN 18 ST
276,NA,3D AVE GOWANUS,AVE,3D AVE GOWANUS AVE,3RDD AVE GOWANUS AVE,3RDD AVE GOWANUS AVE
277,NA,PRESPECT HL,HL,PRESPECT HL,PRESPECT HL,PRESPECT HL
278,160,N WILLIAM Y 56 ADAMS,ST,160 N WILLIAM Y 56 ADAMS ST,160 N WILLIAM Y 56TH ADAMS ST,160 N WILLIAM Y 56TH ADAMS ST
279,161,BRG,ST,161 BRG ST,161 BRG ST,161 BRG ST
280,NA,WASHINGTON AVE AND FULTON AVE,AVE,WASHINGTON AVE AND FULTON AVE,WASHINGTON AVE AND FULTON AVE,WASHINGTON AVE AND FULTON AVE
281,NA,FRANK,ST,FRANK ST,FRANK ST,FRANK ST
282,NA,MYRTLE AVE,AVE,MYRTLE AVE,MYRTLE AVE,MYRTLE AVE
283,NA,LAWRENCE AND FULTON ALY,ALY,LAWRENCE AND FULTON ALY,LAWRENCE AND FULTON ALY,LAWRENCE AND FULTON ALY
284,NA,COLUMBIA AND AMITY,ST,COLUMBIA AND AMITY ST,COLUMBIA AND AMITY ST,COLUMBIA AND AMITY ST
285,NA,DEAN AND POWERS,ST,DEAN AND POWERS ST,DEAN AND POWERS ST,DEAN AND POWERS ST
286,NA,TILLARY AND PRINCE,ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST
287,68,BRG,ST,68 BRG ST,68 BRG ST,68 BRG ST
288,NA,GOWANUS JANE AND 15,ST,GOWANUS JANE AND 15 ST,GOWANUS JANE AND 15TH ST,GOWANUS JANE AND 15TH ST
289,51,MAIN,ST,51 MAIN ST,51 MAIN ST,51 MAIN ST
290,NA,TILLARY AND PRINCE,ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST
291,NA,E CARLTON MYRTLE AVE,AVE,E CARLTON MYRTLE AVE,E CARLTON MYRTLE AVE,E CARLTON MYRTLE AVE
292,NA,MYRTLE AVE AND JAY AND HIGH,AVE,MYRTLE AVE AND JAY AND HIGH AVE,MYRTLE AVE AND JAY AND HIGH AVE,MYRTLE AVE AND JAY AND HIGH AVE
293,137,,ST,137  ST,137  ST,137  ST
294,135,HIGH,ST,135 HIGH ST,135 HIGH ST,135 HIGH ST
295,83,HENRY,ST,83 HENRY ST,83 HENRY ST,83 HENRY ST
296,NA,5 AVE AND 12 GOWANUS,AVE,5 AVE AND 12 GOWANUS AVE,5TH AVE AND 12 GOWANUS AVE,5TH AVE AND 12 GOWANUS AVE
297,136,HIGH,ST,136 HIGH ST,136 HIGH ST,136 HIGH ST
298,NA,MYRTLE AVE,AVE,MYRTLE AVE,MYRTLE AVE,MYRTLE AVE
299,NA,WARREN AND NEVIN,ST,WARREN AND NEVIN ST,WARREN AND NEVIN ST,WARREN AND NEVIN ST
300,NA,PARK AND VANDERBILT ALY,ALY,PARK AND VANDERBILT ALY,PARK AND VANDERBILT ALY,PARK AND VANDERBILT ALY
301,NA,SPARKMAN S AND KELSEY OIL CLOTH,ST,SPARKMAN S AND KELSEY OIL CLOTH ST,SPARKMAN S AND KELSEY OIL CLOTH ST,SPARKMAN S AND KELSEY OIL CLOTH ST
302,NA,WASHINGTON AVE,AVE,WASHINGTON AVE,WASHINGTON AVE,WASHINGTON AVE
303,NA,MYRTLE AVE AND SANFORD,AVE,MYRTLE AVE AND SANFORD AVE,MYRTLE AVE AND SANFORD AVE,MYRTLE AVE AND SANFORD AVE
304,NA,LAWRENCE AND FULTON ALY,ALY,LAWRENCE AND FULTON ALY,LAWRENCE AND FULTON ALY,LAWRENCE AND FULTON ALY
305,1,ATLANTIC,ST,1 ATLANTIC ST,1 ATLANTIC ST,1 ATLANTIC ST
306,123,ATLANTIC,ST,123 ATLANTIC ST,123 ATLANTIC ST,123 ATLANTIC ST
307,85,LIVINGSTON,ST,85 LIVINGSTON ST,85 LIVINGSTON ST,85 LIVINGSTON ST
308,156,BRG,ST,156 BRG ST,156 BRG ST,156 BRG ST
309,121,WILLOUGHBY,ST,121 WILLOUGHBY ST,121 WILLOUGHBY ST,121 WILLOUGHBY ST
310,43,PIERREPONT,PIER,43 PIERREPONT PIER,43 PIERREPONT PIER,43 PIERREPONT PIER
311,NA,AILANTIC AND STAT,ST,AILANTIC AND STAT ST,AILANTIC AND STAT ST,AILANTIC AND STAT ST
312,58,DOUGHTY,ST,58 DOUGHTY ST,58 DOUGHTY ST,58 DOUGHTY ST
313,331,GOLD,ST,331 GOLD ST,331 GOLD ST,331 GOLD ST
314,29,COTTAGE ROW FURMAN,ROW,29 COTTAGE ROW FURMAN ROW,29 COTTAGE ROW FURMAN ROW,29 COTTAGE ROW FURMAN ROW
315,113,NAVY,ST,113 NAVY ST,113 NAVY ST,113 NAVY ST
316,125,HUDSON AVE,AVE,125 HUDSON AVE,125 HUDSON AVE,125 HUDSON AVE
317,89,PINEAPPLE,ST,89 PINEAPPLE ST,89 PINEAPPLE ST,89 PINEAPPLE ST
318,51,MAIN,ST,51 MAIN ST,51 MAIN ST,51 MAIN ST
319,34,HICKS,ST,34 HICKS ST,34 HICKS ST,34 HICKS ST
320,89,MAIN,ST,89 MAIN ST,89 MAIN ST,89 MAIN ST
321,17,ATLANTIC,ST,17 ATLANTIC ST,17 ATLANTIC ST,17 ATLANTIC ST
322,286,HICKS,ST,286 HICKS ST,286 HICKS ST,286 HICKS ST
323,67,NASSAU,ST,67 NASSAU ST,67 NASSAU ST,67 NASSAU ST
324,81,HIGH,ST,81 HIGH ST,81 HIGH ST,81 HIGH ST
325,NA,BEDFORD,ST,BEDFORD ST,BEDFORD ST,BEDFORD ST
326,107,BRG,ST,107 BRG ST,107 BRG ST,107 BRG ST
327,102,YORK,ST,102 YORK ST,102 YORK ST,102 YORK ST
328,NA,HED HOOK,ST,HED HOOK ST,HED HOOK ST,HED HOOK ST
329,NA,ATLANTIC,ST,ATLANTIC ST,ATLANTIC ST,ATLANTIC ST
330,14,STRONG PL,PL,14 STRONG PL,14 STRONG PL,14 STRONG PL
331,76,WASHINGTON,ST,76 WASHINGTON ST,76 WASHINGTON ST,76 WASHINGTON ST
332,148,YORK,ST,148 YORK ST,148 YORK ST,148 YORK ST
333,72,WASHINGTON,ST,72 WASHINGTON ST,72 WASHINGTON ST,72 WASHINGTON ST
334,105,FRONT,ST,105 FRONT ST,105 FRONT ST,105 FRONT ST
335,NA,MYRTLE AND CARLTON AVE AND FLUSHING,AVE,MYRTLE AND CARLTON AVE AND FLUSHING AVE,MYRTLE AND CARLTON AVE AND FLUSHING AVE,MYRTLE AND CARLTON AVE AND FLUSHING AVE
336,12,FULTON,ST,12 FULTON ST,12 FULTON ST,12 FULTON ST
337,27,YORK,ST,27 YORK ST,27 YORK ST,27 YORK ST
338,27,YORK,ST,27 YORK ST,27 YORK ST,27 YORK ST
339,61,FULTON,ST,61 FULTON ST,61 FULTON ST,61 FULTON ST
340,NA,FLATBUSH RD AND PROSPECT HL,HL,FLATBUSH RD AND PROSPECT HL,FLATBUSH RD AND PROSPECT HL,FLATBUSH RD AND PROSPECT HL
341,NA,MYRTLE AVE SPENCER AND PL,AVE,MYRTLE AVE SPENCER AND PL AVE,MYRTLE AVE SPENCER AND PL AVE,MYRTLE AVE SPENCER AND PL AVE
342,14,SYDNEY,ST,14 SYDNEY ST,14 SYDNEY ST,14 SYDNEY ST
343,41,ADELPHI,ST,41 ADELPHI ST,41 ADELPHI ST,41 ADELPHI ST
344,26,LAFAYETTE,ST,26 LAFAYETTE ST,26 LAFAYETTE ST,26 LAFAYETTE ST
345,39,MYRTLE ALY,ALY,39 MYRTLE ALY,39 MYRTLE ALY,39 MYRTLE ALY
346,NA,FLATBUSH TURNPIKE AND POWERS,ST,FLATBUSH TURNPIKE AND POWERS ST,FLATBUSH TURNPIKE AND POWERS ST,FLATBUSH TURNPIKE AND POWERS ST
347,71,POPLAR,ST,71 POPLAR ST,71 POPLAR ST,71 POPLAR ST
348,33,HICKS,ST,33 HICKS ST,33 HICKS ST,33 HICKS ST
349,80,FULTON,ST,80 FULTON ST,80 FULTON ST,80 FULTON ST
350,52,MYRTLE ALY,ALY,52 MYRTLE ALY,52 MYRTLE ALY,52 MYRTLE ALY
351,NA,PLYMOUTH AND JAY,ST,PLYMOUTH AND JAY ST,PLYMOUTH AND JAY ST,PLYMOUTH AND JAY ST
352,134,HENRY,ST,134 HENRY ST,134 HENRY ST,134 HENRY ST
353,229,HICKS,ST,229 HICKS ST,229 HICKS ST,229 HICKS ST
354,NA,WILLOUGHBY AND GOLD,ST,WILLOUGHBY AND GOLD ST,WILLOUGHBY AND GOLD ST,WILLOUGHBY AND GOLD ST
355,41,,ST,41  ST,41  ST,41  ST
356,NA,STATE,ST,STATE ST,STATE ST,STATE ST
357,65,HICKS,ST,65 HICKS ST,65 HICKS ST,65 HICKS ST
358,91,HENRY,ST,91 HENRY ST,91 HENRY ST,91 HENRY ST
359,96,HICKS,ST,96 HICKS ST,96 HICKS ST,96 HICKS ST
360,96,HICKS,ST,96 HICKS ST,96 HICKS ST,96 HICKS ST
361,58,HICKS,ST,58 HICKS ST,58 HICKS ST,58 HICKS ST
362,119,COLUMBIA,ST,119 COLUMBIA ST,119 COLUMBIA ST,119 COLUMBIA ST
363,71,HICKS,ST,71 HICKS ST,71 HICKS ST,71 HICKS ST
364,114,NAVY,ST,114 NAVY ST,114 NAVY ST,114 NAVY ST
365,207,HENRY,ST,207 HENRY ST,207 HENRY ST,207 HENRY ST
366,NA,27 AND 3D AVE GOWANUS,AVE,27 AND 3D AVE GOWANUS AVE,27TH AND 3D AVE GOWANUS AVE,27TH AND 3D AVE GOWANUS AVE
367,NA,BEDFORD AND PARK AVE,AVE,BEDFORD AND PARK AVE,BEDFORD AND PARK AVE,BEDFORD AND PARK AVE
368,NA,DOUGLAS AND SMITH,ST,DOUGLAS AND SMITH ST,DOUGLAS AND SMITH ST,DOUGLAS AND SMITH ST
369,NA,22D 13D ALY GOWANUS,ALY,22D 13D ALY GOWANUS ALY,22NDD 13D ALY GOWANUS ALY,22NDD 13D ALY GOWANUS ALY
370,5,MILL,ST,5 MILL ST,5 MILL ST,5 MILL ST
371,NA,JAMAICA READ OP PORTLAND,ST,JAMAICA READ OP PORTLAND ST,JAMAICA READ OP PORTLAND ST,JAMAICA READ OP PORTLAND ST
372,NA,SMITH AND SACKETT,ST,SMITH AND SACKETT ST,SMITH AND SACKETT ST,SMITH AND SACKETT ST
373,65,NASSAU,ST,65 NASSAU ST,65 NASSAU ST,65 NASSAU ST
374,90,PRINCE,ST,90 PRINCE ST,90 PRINCE ST,90 PRINCE ST
375,170,YORK,ST,170 YORK ST,170 YORK ST,170 YORK ST
376,NA,CANTON AND TILLARY,ST,CANTON AND TILLARY ST,CANTON AND TILLARY ST,CANTON AND TILLARY ST
377,79,POPIAR,ST,79 POPIAR ST,79 POPIAR ST,79 POPIAR ST
378,175,GOLD,ST,175 GOLD ST,175 GOLD ST,175 GOLD ST
379,NA,GROCERY AND WOOD DEALER JUNC OF,ST,GROCERY AND WOOD DEALER JUNC OF ST,GROCERY AND WOOD DEALER JUNC OF ST,GROCERY AND WOOD DEALER JUNC OF ST
380,NA,STATE AND POWERS,ST,STATE AND POWERS ST,STATE AND POWERS ST,STATE AND POWERS ST
381,2,YORK,ST,2 YORK ST,2 YORK ST,2 YORK ST
382,64,LAWRENCE,ST,64 LAWRENCE ST,64 LAWRENCE ST,64 LAWRENCE ST
383,119,WILLOW,ST,119 WILLOW ST,119 WILLOW ST,119 WILLOW ST
384,79,POPLAR,ST,79 POPLAR ST,79 POPLAR ST,79 POPLAR ST
385,119,WILLOW,ST,119 WILLOW ST,119 WILLOW ST,119 WILLOW ST
386,145,NASSAU,ST,145 NASSAU ST,145 NASSAU ST,145 NASSAU ST
387,NA,UNION COFFEE AND SPICE MILLS JAY AND CHAPEL,ST,UNION COFFEE AND SPICE MILLS JAY AND CHAPEL ST,UNION COFFEE AND SPICE MILLS JAY AND CHAPEL ST,UNION COFFEE AND SPICE MILLS JAY AND CHAPEL ST
388,150,JORALEMON,ST,150 JORALEMON ST,150 JORALEMON ST,150 JORALEMON ST
389,110,,ST,110  ST,110  ST,110  ST
390,NA,MACHINE SHOP,ST,MACHINE SHOP ST,MACHINE SHOP ST,MACHINE SHOP ST
391,NA,SMITH AND SCHERMERHORN,ST,SMITH AND SCHERMERHORN ST,SMITH AND SCHERMERHORN ST,SMITH AND SCHERMERHORN ST
392,NA,BOERUM,ST,BOERUM ST,BOERUM ST,BOERUM ST
393,43,JOHNSON,ST,43 JOHNSON ST,43 JOHNSON ST,43 JOHNSON ST
394,118,ADAMS,ST,118 ADAMS ST,118 ADAMS ST,118 ADAMS ST
395,NA,COLUMBIA AND WARREN,ST,COLUMBIA AND WARREN ST,COLUMBIA AND WARREN ST,COLUMBIA AND WARREN ST
396,NA,BERGEN AND SMITH,ST,BERGEN AND SMITH ST,BERGEN AND SMITH ST,BERGEN AND SMITH ST
397,6,TIFFANY PL,PL,6 TIFFANY PL,6 TIFFANY PL,6 TIFFANY PL
398,NA,CARLL AND MYRTLE AVE,AVE,CARLL AND MYRTLE AVE,CARLL AND MYRTLE AVE,CARLL AND MYRTLE AVE
399,NA,NAVY AND DE KALB ALY,ALY,NAVY AND DE KALB ALY,NAVY AND DE KALB ALY,NAVY AND DE KALB ALY
400,76,LAWRENCE,ST,76 LAWRENCE ST,76 LAWRENCE ST,76 LAWRENCE ST
401,61,WALL NY,ST,61 WALL NY ST,61 WALL NY ST,61 WALL NY ST
402,NA,MYRTLE AVE,AVE,MYRTLE AVE,MYRTLE AVE,MYRTLE AVE
403,NA,3D AVE AND 18 GOWANUS,AVE,3D AVE AND 18 GOWANUS AVE,3RDD AVE AND 18 GOWANUS AVE,3RDD AVE AND 18 GOWANUS AVE
404,65,LAWRENCE,ST,65 LAWRENCE ST,65 LAWRENCE ST,65 LAWRENCE ST
405,40,CARLTON AVE,AVE,40 CARLTON AVE,40 CARLTON AVE,40 CARLTON AVE
406,121,ADAMS,ST,121 ADAMS ST,121 ADAMS ST,121 ADAMS ST
407,NA,PACIFIC AND UNDERHILL ALY,ALY,PACIFIC AND UNDERHILL ALY,PACIFIC AND UNDERHILL ALY,PACIFIC AND UNDERHILL ALY
408,NA,FULTON AVE AND HOYT,AVE,FULTON AVE AND HOYT AVE,FULTON AVE AND HOYT AVE,FULTON AVE AND HOYT AVE
409,78,YORK,ST,78 YORK ST,78 YORK ST,78 YORK ST
410,4,LINDEN ROW FULTON,ROW,4 LINDEN ROW FULTON ROW,4 LINDEN ROW FULTON ROW,4 LINDEN ROW FULTON ROW
411,187,CONCORD,ST,187 CONCORD ST,187 CONCORD ST,187 CONCORD ST
412,NA,CLASSON AVE AND HICKORY,AVE,CLASSON AVE AND HICKORY AVE,CLASSON AVE AND HICKORY AVE,CLASSON AVE AND HICKORY AVE
413,8,,ST,8  ST,8  ST,8  ST
414,NA,NAVY AND NASSAU,ST,NAVY AND NASSAU ST,NAVY AND NASSAU ST,NAVY AND NASSAU ST
415,NA,TRINITY CHUREH 250 ADAMS,ST,TRINITY CHUREH 250 ADAMS ST,TRINITY CHUREH 250TH ADAMS ST,TRINITY CHUREH 250TH ADAMS ST
416,101,PEARL,ST,101 PEARL ST,101 PEARL ST,101 PEARL ST
417,175,ADAMS,ST,175 ADAMS ST,175 ADAMS ST,175 ADAMS ST
418,25,FULTON,ST,25 FULTON ST,25 FULTON ST,25 FULTON ST
419,NA,HOYTN DEAN,ST,HOYTN DEAN ST,HOYTN DEAN ST,HOYTN DEAN ST
420,5,PRINCE,ST,5 PRINCE ST,5 PRINCE ST,5 PRINCE ST
421,NA,WATER AND JAY,ST,WATER AND JAY ST,WATER AND JAY ST,WATER AND JAY ST
422,NA,SANDS AND PEARL,ST,SANDS AND PEARL ST,SANDS AND PEARL ST,SANDS AND PEARL ST
423,NA,COLUMBIA AND AMITY,ST,COLUMBIA AND AMITY ST,COLUMBIA AND AMITY ST,COLUMBIA AND AMITY ST
424,NA,CT AND PACIFIC,ST,CT AND PACIFIC ST,CT AND PACIFIC ST,CT AND PACIFIC ST
425,136,HIGH,ST,136 HIGH ST,136 HIGH ST,136 HIGH ST
426,214,FRONT,ST,214 FRONT ST,214 FRONT ST,214 FRONT ST
427,134,ADAMS,ST,134 ADAMS ST,134 ADAMS ST,134 ADAMS ST
428,54,HUDSON AVE,AVE,54 HUDSON AVE,54 HUDSON AVE,54 HUDSON AVE
429,NA,DUFELD AND FULTON AVE,AVE,DUFELD AND FULTON AVE,DUFELD AND FULTON AVE,DUFELD AND FULTON AVE
430,NA,BRIDEE RD GOWANUS,ST,BRIDEE RD GOWANUS ST,BRIDEE RD GOWANUS ST,BRIDEE RD GOWANUS ST
431,110,JAY,ST,110 JAY ST,110 JAY ST,110 JAY ST
432,NA,NAVY A MYRTLE AVE,AVE,NAVY A MYRTLE AVE,NAVY A MYRTLE AVE,NAVY A MYRTLE AVE
433,NA,WIDOW OF R OC AND 70 SANDS,ST,WIDOW OF R OC AND 70 SANDS ST,WIDOW OF R OC AND 70TH SANDS ST,WIDOW OF R OC AND 70TH SANDS ST
434,NA,HUDSON AVE CONCORD,AVE,HUDSON AVE CONCORD AVE,HUDSON AVE CONCORD AVE,HUDSON AVE CONCORD AVE
435,44,HUDSON ALY,ALY,44 HUDSON ALY,44 HUDSON ALY,44 HUDSON ALY
436,90,MAIN,ST,90 MAIN ST,90 MAIN ST,90 MAIN ST
437,5,COTTAGE PL COLUMBIA,PL,5 COTTAGE PL COLUMBIA PL,5 COTTAGE PL COLUMBIA PL,5 COTTAGE PL COLUMBIA PL
438,52,PRINCE,ST,52 PRINCE ST,52 PRINCE ST,52 PRINCE ST
439,95,CONCORD,ST,95 CONCORD ST,95 CONCORD ST,95 CONCORD ST
440,NA,YORK,ST,YORK ST,YORK ST,YORK ST
441,NA,STATE AND SMITH,ST,STATE AND SMITH ST,STATE AND SMITH ST,STATE AND SMITH ST
442,14,JAMES,ST,14 JAMES ST,14 JAMES ST,14 JAMES ST
443,159,GOLD,ST,159 GOLD ST,159 GOLD ST,159 GOLD ST
444,74,JAY,ST,74 JAY ST,74 JAY ST,74 JAY ST
445,97,PROSPECT,ST,97 PROSPECT ST,97 PROSPECT ST,97 PROSPECT ST
446,109,GOLD,ST,109 GOLD ST,109 GOLD ST,109 GOLD ST
447,NA,MYRTLE AVE,AVE,MYRTLE AVE,MYRTLE AVE,MYRTLE AVE
448,267,HUDSON AVE,AVE,267 HUDSON AVE,267 HUDSON AVE,267 HUDSON AVE
449,145,YORK,ST,145 YORK ST,145 YORK ST,145 YORK ST
450,90,WASHINGTON,ST,90 WASHINGTON ST,90 WASHINGTON ST,90 WASHINGTON ST
451,NA,BUTLER AND CT,CT,BUTLER AND CT,BUTLER AND CT,BUTLER AND CT
452,163,FROUT,ST,163 FROUT ST,163 FROUT ST,163 FROUT ST
453,90,N FULTON,ST,90 N FULTON ST,90 N FULTON ST,90 N FULTON ST
454,NA,YORK OP NAVY,ST,YORK OP NAVY ST,YORK OP NAVY ST,YORK OP NAVY ST
455,234,HUDSON AVE,AVE,234 HUDSON AVE,234 HUDSON AVE,234 HUDSON AVE
456,143,DUFFIELD,ST,143 DUFFIELD ST,143 DUFFIELD ST,143 DUFFIELD ST
457,143,DUFFIELD,ST,143 DUFFIELD ST,143 DUFFIELD ST,143 DUFFIELD ST
458,132,SANDS,ST,132 SANDS ST,132 SANDS ST,132 SANDS ST
459,NA,POWERS AND FULTON,ST,POWERS AND FULTON ST,POWERS AND FULTON ST,POWERS AND FULTON ST
460,348,MARSHALL,ST,348 MARSHALL ST,348 MARSHALL ST,348 MARSHALL ST
461,246,,ST,246  ST,246  ST,246  ST
462,NA,HUDSON ALY AND MARSHALL,ALY,HUDSON ALY AND MARSHALL ALY,HUDSON ALY AND MARSHALL ALY,HUDSON ALY AND MARSHALL ALY
463,177,GOLD,ST,177 GOLD ST,177 GOLD ST,177 GOLD ST
464,199,PEARL,ST,199 PEARL ST,199 PEARL ST,199 PEARL ST
465,124,SMITH,ST,124 SMITH ST,124 SMITH ST,124 SMITH ST
466,NA,PARL AND CLINTON AVE,AVE,PARL AND CLINTON AVE,PARL AND CLINTON AVE,PARL AND CLINTON AVE
467,NA,S W U 32 HUDSON AVE,AVE,S W U 32 HUDSON AVE,S W U 32ND HUDSON AVE,S W U 32ND HUDSON AVE
468,36,STATE,ST,36 STATE ST,36 STATE ST,36 STATE ST
469,NA,DEGRAW OP STRONG PL,ST,DEGRAW OP STRONG PL ST,DEGRAW OP STRONG PL ST,DEGRAW OP STRONG PL ST
470,NA,SCHERMERHORN,ST,SCHERMERHORN ST,SCHERMERHORN ST,SCHERMERHORN ST
471,NA,HAMILTON AVE AND FERRY AND BOERUM,AVE,HAMILTON AVE AND FERRY AND BOERUM AVE,HAMILTON AVE AND FERRY AND BOERUM AVE,HAMILTON AVE AND FERRY AND BOERUM AVE
472,NA,HOYT U STATE AND CLASSON AVE,ST,HOYT U STATE AND CLASSON AVE ST,HOYT U STATE AND CLASSON AVE ST,HOYT U STATE AND CLASSON AVE ST
473,171,FULTON BH MYRTLE,ST,171 FULTON BH MYRTLE ST,171 FULTON BH MYRTLE ST,171 FULTON BH MYRTLE ST
474,NA,PACIFIC AND HOYT,ST,PACIFIC AND HOYT ST,PACIFIC AND HOYT ST,PACIFIC AND HOYT ST
475,6,JORALEMON,ST,6 JORALEMON ST,6 JORALEMON ST,6 JORALEMON ST
476,NA,LITTLE AND UNITED STATE,ST,LITTLE AND UNITED STATE ST,LITTLE AND UNITED STATE ST,LITTLE AND UNITED STATE ST
477,316,GOLD,ST,316 GOLD ST,316 GOLD ST,316 GOLD ST
478,NA,MYRTLE AVE AND CLASSON ALY,AVE,MYRTLE AVE AND CLASSON ALY AVE,MYRTLE AVE AND CLASSON ALY AVE,MYRTLE AVE AND CLASSON ALY AVE
479,NA,PLYMOUTH AND JAY,ST,PLYMOUTH AND JAY ST,PLYMOUTH AND JAY ST,PLYMOUTH AND JAY ST
480,43,,ST,43  ST,43  ST,43  ST
481,75,PINEAPPLE,ST,75 PINEAPPLE ST,75 PINEAPPLE ST,75 PINEAPPLE ST
482,NA,FLOWER AND GREEN TRELLISES AND LADIES,ST,FLOWER AND GREEN TRELLISES AND LADIES ST,FLOWER AND GREEN TRELLISES AND LADIES ST,FLOWER AND GREEN TRELLISES AND LADIES ST
483,30,ATLANTIC,ST,30 ATLANTIC ST,30 ATLANTIC ST,30 ATLANTIC ST
484,119,CT,ST,119 CT ST,119 CT ST,119 CT ST
485,NA,BRG,ST,BRG ST,BRG ST,BRG ST
486,88,CHEMIST MYRTLE ALY,ALY,88 CHEMIST MYRTLE ALY,88 CHEMIST MYRTLE ALY,88 CHEMIST MYRTLE ALY
487,115,,ST,115  ST,115  ST,115  ST
488,NA,COLUMBIA AND STATE AND ATLANTIC,ST,COLUMBIA AND STATE AND ATLANTIC ST,COLUMBIA AND STATE AND ATLANTIC ST,COLUMBIA AND STATE AND ATLANTIC ST
489,181,FULTON,ST,181 FULTON ST,181 FULTON ST,181 FULTON ST
490,NA,OXFORD AND JAMAICA RD,ST,OXFORD AND JAMAICA RD ST,OXFORD AND JAMAICA RD ST,OXFORD AND JAMAICA RD ST
491,261,MARSHALL,ST,261 MARSHALL ST,261 MARSHALL ST,261 MARSHALL ST
492,104,CONCORD,ST,104 CONCORD ST,104 CONCORD ST,104 CONCORD ST
493,65,FULTON,ST,65 FULTON ST,65 FULTON ST,65 FULTON ST
494,70,WASHINGTON,ST,70 WASHINGTON ST,70 WASHINGTON ST,70 WASHINGTON ST
495,71,MAIN,ST,71 MAIN ST,71 MAIN ST,71 MAIN ST
496,96,CLINTON,ST,96 CLINTON ST,96 CLINTON ST,96 CLINTON ST
497,NA,ATLANTIC AND COLUMBIA AND COLUMBIA,ST,ATLANTIC AND COLUMBIA AND COLUMBIA ST,ATLANTIC AND COLUMBIA AND COLUMBIA ST,ATLANTIC AND COLUMBIA AND COLUMBIA ST
498,6,GLAKE,ST,6 GLAKE ST,6 GLAKE ST,6 GLAKE ST
499,178,WASHINGTON,ST,178 WASHINGTON ST,178 WASHINGTON ST,178 WASHINGTON ST
500,22,LAWRENCE,ST,22 LAWRENCE ST,22 LAWRENCE ST,22 LAWRENCE ST
501,58,LAWRENCE,ST,58 LAWRENCE ST,58 LAWRENCE ST,58 LAWRENCE ST
502,82,ADAMS,ST,82 ADAMS ST,82 ADAMS ST,82 ADAMS ST
503,48,CONCORD,ST,48 CONCORD ST,48 CONCORD ST,48 CONCORD ST
504,102,MIDDAGH,ST,102 MIDDAGH ST,102 MIDDAGH ST,102 MIDDAGH ST
505,NA,MONTAGUE PL,PL,MONTAGUE PL,MONTAGUE PL,MONTAGUE PL
506,257,GOLD,ST,257 GOLD ST,257 GOLD ST,257 GOLD ST
507,123,DUFHELD,ST,123 DUFHELD ST,123 DUFHELD ST,123 DUFHELD ST
508,NA,LIBERTY AND SPRAGUE PL,PL,LIBERTY AND SPRAGUE PL,LIBERTY AND SPRAGUE PL,LIBERTY AND SPRAGUE PL
509,89,MAIN AND 69 CONCORD,ST,89 MAIN AND 69 CONCORD ST,89 MAIN AND 69TH CONCORD ST,89 MAIN AND 69TH CONCORD ST
510,15,HIGH,ST,15 HIGH ST,15 HIGH ST,15 HIGH ST
511,NA,BOERUM AND PACIFIC,ST,BOERUM AND PACIFIC ST,BOERUM AND PACIFIC ST,BOERUM AND PACIFIC ST
512,137,HICKS,ST,137 HICKS ST,137 HICKS ST,137 HICKS ST
513,225,BRG,ST,225 BRG ST,225 BRG ST,225 BRG ST
514,77,CONCORD,ST,77 CONCORD ST,77 CONCORD ST,77 CONCORD ST
515,22,HIGH,ST,22 HIGH ST,22 HIGH ST,22 HIGH ST
