Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
37 Chauncy Court WÃ¢ÂÂall N Y h 32 Cottage row Columbia n Union,Assume,37 CHAUNCY COURT WÃÂÂALL N Y H 32 COTTAGE ROW COLUMBIA N UNION,37,CHAUNCY COURT WÃ¢ÂÂALL N Y H 32 COTTAGE ROW COLUMBIA N UNION,,,,,,h in between,32,COLUMBIA,,UNION,COTTAGE ROW  N,,,,,,37,,,,,,CHAUNCY COURT WÃÂÂALL N Y,
160 William N Y h 56 Adams,Assume,160 WILLIAM N Y H 56 ADAMS,160,WILLIAM N Y H 56 ADAMS,,,,,,h in between,56,ADAMS,,,H,,,,,160,WILLIAM,,,,,,N Y,
Flushing e Kent av h Franklin b Park and Myrtle av,Assume,FLUSHING E KENT AV H FRANKLIN B PARK AND MYRTLE AV,,,FLUSHING E KENT AV H FRANKLIN B PARK AND MYRTLE AV,,,,,h in between,,FRANKLIN,,,B PARK AND MYRTLE AV,,,,,,KENT,,,,FLUSHING,,E  AV,
123 Atlantic h 1 Atlantic,Assume,123 ATLANTIC H 1 ATLANTIC,123,ATLANTIC H 1 ATLANTIC,,,,,,h in between,1,ATLANTIC,,,H,,,,,123,ATLANTIC,,,,,,,
274 Pearl N Y7 h 89 Pineapple,Assume,274 PEARL N Y7 H 89 PINEAPPLE,274,PEARL N Y7 H 89 PINEAPPLE,,,,,,h in between,89,PINEAPPLE,,,H,,,,,274,PEARL,,,,,,N Y7,
Columbia c Congress h 14 Sydney Place,Assume,COLUMBIA C CONGRESS H 14 SYDNEY PLACE,,,COLUMBIA C CONGRESS H 14 SYDNEY PLACE,,,,,h in between,,14,,,SYDNEY PLACE,,,,,,COLUMBIA,,,,,,C CONGRESS,
36 Ferry N Y h Flatbush turnpike n Powers,Assume,36 FERRY N Y H FLATBUSH TURNPIKE N POWERS,36,FERRY N Y H FLATBUSH TURNPIKE N POWERS,,,,,,h in between,,POWERS,FLATBUSH,,TURNPIKE N,,,,,36,FERRY,,,,,,N Y,
40 New N Y h 85 State,Assume,40 NEW N Y H 85 STATE,40,NEW N Y H 85 STATE,,,,,,h in between,85,STATE,,,H,,,,,40,NEW,,,,,,N Y,
N Y h 65 Hicks,Assume,N Y H 65 HICKS,,,N Y H 65 HICKS,,,,,h in between,65,HICKS,,,H,,,,,,,,,,,,N Y,
N Y h 96 Hicks,Assume,N Y H 96 HICKS,,,N Y H 96 HICKS,,,,,h in between,96,HICKS,,,H,,,,,,,,,,,,N Y,
199 Fulton h 96 Hicks,Assume,199 FULTON H 96 HICKS,199,FULTON H 96 HICKS,,,,,,h in between,96,HICKS,,,H,,,,,199,FULTON,,,,,,,
N Y h 119 Columbia n Clark,Assume,N Y H 119 COLUMBIA N CLARK,,,N Y H 119 COLUMBIA N CLARK,,,,,h in between,119,COLUMBIA,,,N CLARK,,,,,,,,,,,,N Y,
grocery and wood dealer junc of Atlantic and Fulton h State n Powers,Assume,GROCERY AND WOOD DEALER JUNC OF ATLANTIC AND FULTON H STATE N POWERS,,,GROCERY AND WOOD DEALER JUNC OF ATLANTIC AND FULTON H STATE N POWERS,,,,,h in between,,POWERS,,,STATE N,,,,,,ATLANTIC,,,,DEAL,FULTON,GROCERY AND WOOD ER JUNC OF  AND,
232 Fulton h 79 Poplar,Assume,232 FULTON H 79 POPLAR,232,FULTON H 79 POPLAR,,,,,,h in between,79,POPLAR,,,H,,,,,232,FULTON,,,,,,,
Union coffee and spice mills Jay c Chapel h 145 Nassau Prince,Assume,UNION COFFEE AND SPICE MILLS JAY C CHAPEL H 145 NASSAU PRINCE,,,UNION COFFEE AND SPICE MILLS JAY C CHAPEL H 145 NASSAU PRINCE,,,,,h in between,145,PRINCE,,NASSAU,H,,,,,,CHAPEL,,,,,UNION,COFFEE AND SPICE MILLS JAY C,
Watcr n Fulton h 110,Assume,WATCR N FULTON H 110,,,WATCR N FULTON H 110,,,,,h in between,,110,,,H,,,,,,FULTON,,,,,,WATCR N,
Union foundry & machine shop Water n Fulton ferry h Smith n Schermerhorn,Assume,UNION FOUNDRY & MACHINE SHOP WATER N FULTON FERRY H SMITH N SCHERMERHORN,,,UNION FOUNDRY & MACHINE SHOP WATER N FULTON FERRY H SMITH N SCHERMERHORN,,,,,h in between,,SCHERMERHORN,,,SMITN,,,,,,FULTON,,,,,UNION,FOUNDRY & MACHINE SHOP WATER N  FERRY,
"Birney Charles FI , Sec. East River Ins Co 61 W'all st N Y h Clinton n Myrtle av",Assume,"BIRNEY CHARLES FI , SEC. EAST RIVER INS CO 61 W'ALL ST N Y H CLINTON N MYRTLE AV",,,"BIRNEY CHARLES FI , SEC. EAST RIVER INS CO 61 W'ALL ST N Y H CLINTON N MYRTLE AV",,,,,h in between,,CLINTON,,,N MYRTLE AV,,,,,,,CHARLES,RIVER,corner,,,"BIRNEY  FI , SEC. EAST  INS CO 61 W'ALL ST N Y",
market-man cor Sands & Pearl h 101 Pearl,Assume,MARKETMAN COR SANDS & PEARL H 101 PEARL,,,MARKET-MAN COR SANDS & PEARL H 101 PEARL,,,,,h in between,101,PEARL,,,H,,,,,,MARKET,,,,,,MAN COR SANDS & PEARL,
Phoenix Bank N Y h 175 Adams,Assume,PHOENIX BANK N Y H 175 ADAMS,,,PHOENIX BANK N Y H 175 ADAMS,,,,,h in between,175,ADAMS,,,H,,,,,,BANK,,,,PHOENIX,,N Y,
Doughty st h 25 Fulton,Assume,DOUGHTY ST H 25 FULTON,,,DOUGHTY ST H 25 FULTON,,,,,h in between,25,FULTON,,,H,,,,,,DOUGHTY,,,,,,ST,
42 Fulton N Y h 134 Adams,Assume,42 FULTON N Y H 134 ADAMS,42,FULTON N Y H 134 ADAMS,,,,,,h in between,134,ADAMS,,,H,,,,,42,FULTON,,,,,,N Y,
179 Broadway NY h 75 Pineapple,Assume,179 BROADWAY NY H 75 PINEAPPLE,179,BROADWAY NY H 75 PINEAPPLE,,,,,,h in between,75,PINEAPPLE,,,H,,,,,179,BROADWAY,,,,NY,,,
100 William N Y h 86 Clinton,Assume,100 WILLIAM N Y H 86 CLINTON,100,WILLIAM N Y H 86 CLINTON,,,,,,h in between,86,CLINTON,,,H,,,,,100,WILLIAM,,,,,,N Y,
Atlantic c Columbia and Columbia n Union h 6 BlakeÃ¢ÂÂs Buildings Court st,Assume,ATLANTIC C COLUMBIA AND COLUMBIA N UNION H 6 BLAKEÃÂÂS BUILDINGS COURT ST,,,ATLANTIC C COLUMBIA AND COLUMBIA N UNION H 6 BLAKEÃ¢ÂÂS BUILDINGS COURT ST,,,,,h in between,6,LAKE,,,BÃÂÂS BUILDINGS COURT ST,,,,,,COLUMBIA,,,,,ATLANTIC,C  AND  N UNION,
12 Broadway N Y h 143 Court n Warren,Assume,12 BROADWAY N Y H 143 COURT N WARREN,12,BROADWAY N Y H 143 COURT N WARREN,,,,,,h in between,143,WARREN,,,COURT N,,,,,12,BROADWAY,,,,,,N Y,
11 'Wall N Y h Washington an,Assume,11 'WALL N Y H WASHINGTON AN,11,'WALL N Y H WASHINGTON AN,,,,,,h in between,,WASHINGTON,,,AN,,,,,11,WALL,,,,,,' N Y,
4 Cortlandt N Y h 139 Sands,Assume,4 CORTLANDT N Y H 139 SANDS,4,CORTLANDT N Y H 139 SANDS,,,,,,h in between,139,SANDS,,,H,,,,,4,CORTLANDT,,,,,,N Y,
67 William N Y h 267 Jay,Assume,67 WILLIAM N Y H 267 JAY,67,WILLIAM N Y H 267 JAY,,,,,,h in between,267,JAY,,,H,,,,,67,WILLIAM,,,,,,N Y,
52 Cedar N Y h 90 Harrison,Assume,52 CEDAR N Y H 90 HARRISON,52,CEDAR N Y H 90 HARRISON,,,,,,h in between,,90,HARRIS,,ON,,,,,52,CEDAR,,,,,,N Y,
136 Nassau N Y h Myrtle n Clinton av,Assume,136 NASSAU N Y H MYRTLE N CLINTON AV,136,NASSAU N Y H MYRTLE N CLINTON AV,,,,,,h in between,,CLINTON,,,MYRTLE N  AV,,,,,136,NASSAU,,,,,,N Y,
42 Fulton N Y h 90 Columbia,Assume,42 FULTON N Y H 90 COLUMBIA,42,FULTON N Y H 90 COLUMBIA,,,,,,h in between,90,COLUMBIA,,,H,,,,,42,FULTON,,,,,,N Y,
69 Fulton h 112 Fulton n Nassau,Assume,69 FULTON H 112 FULTON N NASSAU,69,FULTON H 112 FULTON N NASSAU,,,,,,h in between,112,FULTON,,NASSAU,N,,,,,69,FULTON,,,,,,,
John n Bridge h 61 Bridgc,Assume,JOHN N BRIDGE H 61 BRIDGC,,,JOHN N BRIDGE H 61 BRIDGC,,,,,h in between,,61,,,BRIDGC,,,,,,RIDGE,,,,,,JOHN N B,
179 Water N Y h 27 Monroe pl,Assume,179 WATER N Y H 27 MONROE PL,179,WATER N Y H 27 MONROE PL,,,,,,h in between,27,MONROE PL,,,H,,,,,179,WATER,,,,,,N Y,
President Brooklyn Bank h 71 Remsen n Henry,Assume,PRESIDENT BROOKLYN BANK H 71 REMSEN N HENRY,,,PRESIDENT BROOKLYN BANK H 71 REMSEN N HENRY,,,,,h in between,71,N HENRY,,,REMSEN,,,,,,PRESIDENT,,,,BROOKLYN,,BANK,
60 Catherine N Y h 52 Sands,Assume,60 CATHERINE N Y H 52 SANDS,60,CATHERINE N Y H 52 SANDS,,,,,,h in between,52,SANDS,,,H,,,,,,60,,,,ERIN,,CATHE N Y,
17 Atlantic h 345,Assume,17 ATLANTIC H 345,17,ATLANTIC H 345,,,,,,h in between,,345,,,H,,,,,17,ATLANTIC,,,,,,,
63 W ater N Y h Harrison c Henry,Assume,63 W ATER N Y H HARRISON C HENRY,63,W ATER N Y H HARRISON C HENRY,,,,,,h in between,,HENRY,HARRIS,,ON C,,,,,,63,,,,,,W ATER N Y,
123 Pearl N Y' h 59 Pacific,Assume,123 PEARL N Y' H 59 PACIFIC,123,PEARL N Y' H 59 PACIFIC,,,,,,h in between,59,PACIFIC,,,H,,,,,123,PEARL,,,,,,N Y',
121 Greenwich N Y h 96 Harrison,Assume,121 GREENWICH N Y H 96 HARRISON,121,GREENWICH N Y H 96 HARRISON,,,,,,h in between,,96,HARRIS,,ON,,,,,121,GREENWICH,,,,,,N Y,
31 Henry h 2S5 Pearl,Assume,31 HENRY H 2S5 PEARL,31,HENRY H 2S5 PEARL,,,,,,h in between,,PEARL,,,2S5,,,,,31,HENRY,,,,,,,
N Y' h 3d av c 16th st Gowanus,Assume,N Y' H 3D AV C 16TH ST GOWANUS,,,N Y' H 3D AV C 16TH ST GOWANUS,,,,,h in between,,AV C,,,3D  16TST GOWANUS,,,,,,,,,,,,N Y',
Boerum n Schermerhorn h 82,Assume,BOERUM N SCHERMERHORN H 82,,,BOERUM N SCHERMERHORN H 82,,,,,h in between,,82,,,H,,,,,,SCHERMERHORN,,,,,,BOERUM N,
58 Myrtle av h 83 Tillary,Assume,58 MYRTLE AV H 83 TILLARY,58,MYRTLE AV H 83 TILLARY,,,,,,h in between,83,TILLARY,,,H,,,,,,58,,,,,,MYRTLE AV,
58 Myrtle av h 83 Tillary,Assume,58 MYRTLE AV H 83 TILLARY,58,MYRTLE AV H 83 TILLARY,,,,,,h in between,83,TILLARY,,,H,,,,,,58,,,,,,MYRTLE AV,
115 Fulton h Hudson e De Kalb av,Assume,115 FULTON H HUDSON E DE KALB AV,115,FULTON H HUDSON E DE KALB AV,,,,,,h in between,,HUDSON,,,E DE KALB AV,,,,,115,FULTON,,,,,,,
N Y h 105 Willoughby,Assume,N Y H 105 WILLOUGHBY,,,N Y H 105 WILLOUGHBY,,,,,h in between,105,WILLOUGHBY,,,H,,,,,,,,,,,,N Y,
N Y h 45 Myrtle av,Assume,N Y H 45 MYRTLE AV,,,N Y H 45 MYRTLE AV,,,,,h in between,,45,,,MYRTLE AV,,,,,,,,,,,,N Y,
N Y h 113 Hicks,Assume,N Y H 113 HICKS,,,N Y H 113 HICKS,,,,,h in between,113,HICKS,,,H,,,,,,,,,,,,N Y,
38 Fulton h S3 Henry,Assume,38 FULTON H S3 HENRY,38,FULTON H S3 HENRY,,,,,,h in between,,HENRY,,,S3,,,,,38,FULTON,,,,,,,
"21st n 4th av Gowanus Eowles John H,Express office N Y h 80 Nassau",Assume,EXPRESS OFFICE N Y H 80 NASSAU,,,EXPRESS OFFICE N Y H 80 NASSAU,21st n 4th av Gowanus Eowles John H,,,21st n 4th av Gowanus Eowles John H,h in between,80,NASSAU,,,H,,,,,,,,,,,,EXPRESS OFFICE N Y,
126 Willow h 31 Sydney place,Assume,126 WILLOW H 31 SYDNEY PLACE,126,WILLOW H 31 SYDNEY PLACE,,,,,,h in between,,31,,,SYDNEY PLACE,,,,,126,WILLOW,,,,,,,
21 South N Y h 52 Baltic,Assume,21 SOUTH N Y H 52 BALTIC,21,SOUTH N Y H 52 BALTIC,,,,,,h in between,52,BALTIC,,,H,,,,,,21,,,,,,SOUTH N Y,
N Y h 99 Jay,Assume,N Y H 99 JAY,,,N Y H 99 JAY,,,,,h in between,99,JAY,,,H,,,,,,,,,,,,N Y,
4 South N Y h 66 Pacific,Assume,4 SOUTH N Y H 66 PACIFIC,4,SOUTH N Y H 66 PACIFIC,,,,,,h in between,66,PACIFIC,,,H,,,,,,4,,,,,,SOUTH N Y,
N Y h 8 Warren,Assume,N Y H 8 WARREN,,,N Y H 8 WARREN,,,,,h in between,8,WARREN,,,H,,,,,,,,,,,,N Y,
125 Pearl N Y h 64 Orange,Assume,125 PEARL N Y H 64 ORANGE,125,PEARL N Y H 64 ORANGE,,,,,,h in between,64,ORANGE,,,H,,,,,125,PEARL,,,,,,N Y,
72 Wall N Y h 15 Sackett,Assume,72 WALL N Y H 15 SACKETT,72,WALL N Y H 15 SACKETT,,,,,,h in between,15,SACKETT,,,H,,,,,72,WALL,,,,,,N Y,
oil cloth manufÃ¢ÂÂr Debevoise c Fulton av h 337 Atlantic,Assume,OIL CLOTH MANUFÃÂÂR DEBEVOISE C FULTON AV H 337 ATLANTIC,,,OIL CLOTH MANUFÃ¢ÂÂR DEBEVOISE C FULTON AV H 337 ATLANTIC,,,,,h in between,337,ATLANTIC,,,H,,,,,,DEBEVOISE,,,,,FULTON,OIL CLOTH MANUFÃÂÂR  C  AV,
25 Beaver N Y h 77 Baltic,Assume,25 BEAVER N Y H 77 BALTIC,25,BEAVER N Y H 77 BALTIC,,,,,,h in between,77,BALTIC,,,H,,,,,25,BEAVER,,,,,,N Y,
25 Beaver N Y h 77 Baltic,Assume,25 BEAVER N Y H 77 BALTIC,25,BEAVER N Y H 77 BALTIC,,,,,,h in between,77,BALTIC,,,H,,,,,25,BEAVER,,,,,,N Y,
28 South N Y h 32 Livingston,Assume,28 SOUTH N Y H 32 LIVINGSTON,28,SOUTH N Y H 32 LIVINGSTON,,,,,,h in between,32,LIVINGSTON,,,H,,,,,,28,,,,,,SOUTH N Y,
103 Maiden Lane N Y h 70 Hicks,Assume,103 MAIDEN LANE N Y H 70 HICKS,103,MAIDEN LANE N Y H 70 HICKS,,,,,,h in between,70,HICKS,,,H,,,,,103,MAIDEN LA,,,,,,NE N Y,
132 Water N Y h 31 Prince ll High,Assume,132 WATER N Y H 31 PRINCE LL HIGH,132,WATER N Y H 31 PRINCE LL HIGH,,,,,,h in between,31,PRINCE,,,LL HIGH,,,,,132,WATER,,,,,,N Y,
117 Pearl N Y h 88 Clinton,Assume,117 PEARL N Y H 88 CLINTON,117,PEARL N Y H 88 CLINTON,,,,,,h in between,88,CLINTON,,,H,,,,,117,PEARL,,,,,,N Y,
Columbia and Amity h Willown Atlantic,Assume,COLUMBIA AND AMITY H WILLOWN ATLANTIC,,,COLUMBIA AND AMITY H WILLOWN ATLANTIC,,,,,h in between,,ATLANTIC,,,WILLOWN,,,,,,COLUMBIA,,,,,,AND AMITY,
N Y h 40 Sands,Assume,N Y H 40 SANDS,,,N Y H 40 SANDS,,,,,h in between,40,SANDS,,,H,,,,,,,,,,,,N Y,
10 Beaver N Y h 4 Garden,Assume,10 BEAVER N Y H 4 GARDEN,10,BEAVER N Y H 4 GARDEN,,,,,,h in between,4,GARDEN,,,H,,,,,10,BEAVER,,,,,,N Y,
iron railing manufÃ¢ÂÂr Hudson av n Tillary h 263 Fulton,Assume,IRON RAILING MANUFÃÂÂR HUDSON AV N TILLARY H 263 FULTON,,,IRON RAILING MANUFÃ¢ÂÂR HUDSON AV N TILLARY H 263 FULTON,,,,,h in between,263,FULTON,,,H,,,,,,TILLARY,,,,,HUDSON,IRON RAILING MANUFÃÂÂR  AV N,
45 John N Y h 215 Pearl,Assume,45 JOHN N Y H 215 PEARL,45,JOHN N Y H 215 PEARL,,,,,,h in between,215,PEARL,,,H,,,,,45,JOHN,,,,,,N Y,
127 Fulton c Sands h 126 Columbia,Assume,127 FULTON C SANDS H 126 COLUMBIA,127,FULTON C SANDS H 126 COLUMBIA,,,,,,h in between,126,COLUMBIA,,,H,,,,,127,FULTON,,,,,,C SANDS,
E R Ins Co 69 Wall N Y h 15S Henry,Assume,E R INS CO 69 WALL N Y H 15S HENRY,,,E R INS CO 69 WALL N Y H 15S HENRY,,,,,h in between,,HENRY,,,15S,,,,,,WALL,,,,,,E R INS CO 69  N Y,
yard 19th st c 3d av h Middle st Gowanus,Assume,YARD 19TH ST C 3D AV H MIDDLE ST GOWANUS,,,YARD 19TH ST C 3D AV H MIDDLE ST GOWANUS,,,,,h in between,,,,,MIDDLE ST GOWANUS,,,,,,19,,,,,,YARD TH ST C 3D AV,
45 South N Y h 188 Washington,Assume,45 SOUTH N Y H 188 WASHINGTON,45,SOUTH N Y H 188 WASHINGTON,,,,,,h in between,188,WASHINGTON,,,H,,,,,,45,,,,,,SOUTH N Y,
88.5 Myrtle h Classon n Myrtle av,Assume,88.5 MYRTLE H CLASSON N MYRTLE AV,,,88.5 MYRTLE H CLASSON N MYRTLE AV,,,,,h in between,,,,,CLASSON N MYRTLE AV,,,,,,885,,,,,,88 MYRTLE,88.5
Front c Adams h 134 York,Assume,FRONT C ADAMS H 134 YORK,,,FRONT C ADAMS H 134 YORK,,,,,h in between,134,YORK,,,H,,,,,,ADAMS,,,,,,FRONT C,
"watchman fulton market , N Y h 24 Carlton av",Assume,"WATCHMAN FULTON MARKET , N Y H 24 CARLTON AV",,,"WATCHMAN FULTON MARKET , N Y H 24 CARLTON AV",,,,,h in between,,24,,,CARLTON AV,,,,,,FULTON MARKET,,,,,,"WATCHMAN  , N Y",
1S4 Adams h 64 Prospect,Assume,1S4 ADAMS H 64 PROSPECT,,,1S4 ADAMS H 64 PROSPECT,,,,,h in between,64,PROSPECT,,,H,,,,,,ADAMS,,,,,,1S4,
219 Atlantic c Court h 213,Assume,219 ATLANTIC C COURT H 213,219,ATLANTIC C COURT H 213,,,,,,h in between,,213,,,H,,,,,219,ATLANTIC,,,,,,C COURT,
N Y h 32 Butler,Assume,N Y H 32 BUTLER,,,N Y H 32 BUTLER,,,,,h in between,32,BUTLER,,,H,,,,,,,,,,,,N Y,
2 Ferry N Y h 190 Adams ton,Assume,2 FERRY N Y H 190 ADAMS TON,2,FERRY N Y H 190 ADAMS TON,,,,,,h in between,190,ADAMS,,,TON,,,,,2,FERRY,,,,,,N Y,
10 Front h 71 Henry,Assume,10 FRONT H 71 HENRY,10,FRONT H 71 HENRY,,,,,,h in between,71,HENRY,,,H,,,,,10,FRONT,,,,,,,
N Y h 10 Hicks,Assume,N Y H 10 HICKS,,,N Y H 10 HICKS,,,,,h in between,10,HICKS,,,H,,,,,,,,,,,,N Y,
mer. N Y h 3 Colonnade row Columbia,Assume,MER. N Y H 3 COLONNADE ROW COLUMBIA,,,MER. N Y H 3 COLONNADE ROW COLUMBIA,,,,,h in between,3,COLUMBIA,,,COLONNADE ROW,,,,,,,,,,,,MER. N Y,
10 Front h 44 Johnson,Assume,10 FRONT H 44 JOHNSON,10,FRONT H 44 JOHNSON,,,,,,h in between,44,JOHNSON,,,H,,,,,10,FRONT,,,,,,,
Graham n Myrtle av h Classon n Flushing av,Assume,GRAHAM N MYRTLE AV H CLASSON N FLUSHING AV,,,GRAHAM N MYRTLE AV H CLASSON N FLUSHING AV,,,,,h in between,,,FLUSHING,,CLASSON N  AV,,,,,,GRAHAM,,,,,,N MYRTLE AV,
SeamenÃ¢ÂÂs Friends Society 82 Wall N Y h Hoyt c Bergen,Assume,SEAMENÃÂÂS FRIENDS SOCIETY 82 WALL N Y H HOYT C BERGEN,,,SEAMENÃ¢ÂÂS FRIENDS SOCIETY 82 WALL N Y H HOYT C BERGEN,,,,,h in between,,BERGEN,,,HOYT C,,,,,,WALL,,,,,,SEAMENÃÂÂS FRIENDS SOCIETY 82  N Y,
132 Atlantic h Bond c State,Assume,132 ATLANTIC H BOND C STATE,132,ATLANTIC H BOND C STATE,,,,,,h in between,,STATE,,,BOND C,,,,,132,ATLANTIC,,,,,,,
N Y h 22 Clinton,Assume,N Y H 22 CLINTON,,,N Y H 22 CLINTON,,,,,h in between,22,CLINTON,,,H,,,,,,,,,,,,N Y,
31 Liberty N Y h 48 Joralemon,Assume,31 LIBERTY N Y H 48 JORALEMON,31,LIBERTY N Y H 48 JORALEMON,,,,,,h in between,48,JORALEMON,,,H,,,,,31,LIBERTY,,,,,,N Y,
N Y h 16 Sydney place,Assume,N Y H 16 SYDNEY PLACE,,,N Y H 16 SYDNEY PLACE,,,,,h in between,,16,,,SYDNEY PLACE,,,,,,,,,,,,N Y,
44 Nassau N Y h Boerum n Atlantic,Assume,44 NASSAU N Y H BOERUM N ATLANTIC,44,NASSAU N Y H BOERUM N ATLANTIC,,,,,,h in between,,ATLANTIC,,,BOERUM N,,,,,44,NASSAU,,,,,,N Y,
62 Liberty N Y h Harrison n Hicks,Assume,62 LIBERTY N Y H HARRISON N HICKS,62,LIBERTY N Y H HARRISON N HICKS,,,,,,h in between,,HICKS,HARRIS,,ON N,,,,,62,LIBERTY,,,,,,N Y,
N Y h 99 Henry,Assume,N Y H 99 HENRY,,,N Y H 99 HENRY,,,,,h in between,99,HENRY,,,H,,,,,,,,,,,,N Y,
370 Atlantic h 43 Dean,Assume,370 ATLANTIC H 43 DEAN,370,ATLANTIC H 43 DEAN,,,,,,h in between,43,DEAN,,,H,,,,,370,ATLANTIC,,,,,,,
9 Nassau N Y h Clinton n Congress,Assume,9 NASSAU N Y H CLINTON N CONGRESS,9,NASSAU N Y H CLINTON N CONGRESS,,,,,,h in between,,CONGRESS,,CLINTON,N,,,,,9,NASSAU,,,,,,N Y,
14 Atlantic h 100 Sackett,Assume,14 ATLANTIC H 100 SACKETT,14,ATLANTIC H 100 SACKETT,,,,,,h in between,100,SACKETT,,,H,,,,,14,ATLANTIC,,,,,,,
Fulton market N Y h 204 Jay,Assume,FULTON MARKET N Y H 204 JAY,,,FULTON MARKET N Y H 204 JAY,,,,,h in between,204,JAY,,,H,,,,,,FULTON MARKET,,,,,,N Y,
Atlantic & Hicks h 192 Fulton,Assume,ATLANTIC & HICKS H 192 FULTON,,,ATLANTIC & HICKS H 192 FULTON,,,,,h in between,192,FULTON,,,H,,,,,,ATLANTIC,,,,,,& HICKS,
83 YVashington h 142 Hudson av,Assume,83 YVASHINGTON H 142 HUDSON AV,83,YVASHINGTON H 142 HUDSON AV,,,,,,h in between,142,HUDSON,,,AV,,,,,83,ASH,,,,,,YVINGTON,
29 South N Y h 97 State c Clinton,Assume,29 SOUTH N Y H 97 STATE C CLINTON,29,SOUTH N Y H 97 STATE C CLINTON,,,,,,h in between,97,CLINTON,,,STATE C,,,,,,29,,,,,,SOUTH N Y,
Raymond n Myrtle h 61 Carlton n Myrtle av,Assume,RAYMOND N MYRTLE H 61 CARLTON N MYRTLE AV,,,RAYMOND N MYRTLE H 61 CARLTON N MYRTLE AV,,,,,h in between,,61,,,CARLTON N MYRTLE AV,,,,,,RAYMOND,,,,,,N MYRTLE,
N Y h 36 Willow,Assume,N Y H 36 WILLOW,,,N Y H 36 WILLOW,,,,,h in between,36,WILLOW,,,H,,,,,,,,,,,,N Y,
Aetna Hartford & Protection Ins Co 16 Fulton h 50 Livingston,Assume,AETNA HARTFORD & PROTECTION INS CO 16 FULTON H 50 LIVINGSTON,,,AETNA HARTFORD & PROTECTION INS CO 16 FULTON H 50 LIVINGSTON,,,,,h in between,50,LIVINGSTON,,,H,,,,,,FULTON,,,,HARTFORD,,AETNA  & PROTECTION INS CO 16,
"110 John N Y"" h 26 Joralemon",Assume,"110 JOHN N Y"" H 26 JORALEMON",110,"JOHN N Y"" H 26 JORALEMON",,,,,,h in between,26,JORALEMON,,,H,,,,,110,JOHN,,,,,,"N Y""",
48 Ferry N Y h 135 Bridge,Assume,48 FERRY N Y H 135 BRIDGE,48,FERRY N Y H 135 BRIDGE,,,,,,h in between,135,RIDGE,,,B,,,,,48,FERRY,,,,,,N Y,
68 Cedar N Y h 53 Pierrpont,Assume,68 CEDAR N Y H 53 PIERRPONT,68,CEDAR N Y H 53 PIERRPONT,,,,,,h in between,53,PIER,,,RPONT,,,,,68,CEDAR,,,,,,N Y,
40 Fulton h 224 Jay,Assume,40 FULTON H 224 JAY,40,FULTON H 224 JAY,,,,,,h in between,224,JAY,,,H,,,,,40,FULTON,,,,,,,
177 Fulton c Nassau h 145 Jay,Assume,177 FULTON C NASSAU H 145 JAY,177,FULTON C NASSAU H 145 JAY,,,,,,h in between,145,JAY,,,H,,,,,177,FULTON,,,,,NASSAU,C,
92 & 94 Fulton h 151 High,Assume,92 & 94 FULTON H 151 HIGH,92,& 94 FULTON H 151 HIGH,,,,,,h in between,151,HIGH,,,H,,,,,92,FULTON,,,,,,& 94,
Willow c Pacific h Smith c Baltic,Assume,WILLOW C PACIFIC H SMITH C BALTIC,,,WILLOW C PACIFIC H SMITH C BALTIC,,,,,h in between,,BALTIC,,,SMITC,,,,,,PACIFIC,,,,,,WILLOW C,
St Charles Hotel Fulton c Middagh h 82 Orange,Assume,ST CHARLES HOTEL FULTON C MIDDAGH H 82 ORANGE,,,ST CHARLES HOTEL FULTON C MIDDAGH H 82 ORANGE,,,,,h in between,82,ORANGE,,,H,,,,,,CHARLES,,,,,FULTON,ST  HOTEL  C MIDDAGH,
4 Brooklyn market h 44 Stanton,Assume,4 BROOKLYN MARKET H 44 STANTON,4,MARKET H 44 STANTON,BROOKLYN,,,,,h in between,44,STANTON,,,H,,,,,4,MARKET,,,,BROOKLYN,,,
97 Pine N Y h 269 Jay,Assume,97 PINE N Y H 269 JAY,97,PINE N Y H 269 JAY,,,,,,h in between,269,JAY,,,H,,,,,97,PINE,,,,,,N Y,
H Clinton,Assume,H CLINTON,,,H CLINTON,,,,,start with h,,CLINTON,,,H,,,,,,,,,,,,,
No. 102 Front St. h. 70 Pearl.,Assume,NO. 102 FRONT ST. H. 70 PEARL.,102,FRONT ST. H. 70 PEARL.,,,,,,h in between,70,PEARL,,,.,,,,,102,FRONT,,,,,,NO.   ST,
108 Wall N Y h 6S State,Assume,108 WALL N Y H 6S STATE,108,WALL N Y H 6S STATE,,,,,,h in between,,STATE,,,6S,,,,,108,WALL,,,,,,N Y,
60 John N Y h 75 Joralemon,Assume,60 JOHN N Y H 75 JORALEMON,60,JOHN N Y H 75 JORALEMON,,,,,,h in between,75,JORALEMON,,,H,,,,,60,JOHN,,,,,,N Y,
N Y h 131 Henry,Assume,N Y H 131 HENRY,,,N Y H 131 HENRY,,,,,h in between,131,HENRY,,,H,,,,,,,,,,,,N Y,
